filename,character,shoe_variant,scale,outfit,pose,expression,image_width,image_height,coordinate_system,x_left,y_bottom,side
アトリ_tatr02_l_d2_p3_fj.png,アトリ,tatr02,l,d2,p3,fj,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_fk.png,アトリ,tatr02,l,d2,p3,fk,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d2_p3_fl.png,アトリ,tatr02,l,d2,p3,fl,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_f1.png,アトリ,tatr02,l,d3,p3,f1,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_f2.png,アトリ,tatr02,l,d3,p3,f2,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_f3.png,アトリ,tatr02,l,d3,p3,f3,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_f4.png,アトリ,tatr02,l,d3,p3,f4,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_f5.png,アトリ,tatr02,l,d3,p3,f5,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_f6.png,アトリ,tatr02,l,d3,p3,f6,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_f7.png,アトリ,tatr02,l,d3,p3,f7,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_f8.png,アトリ,tatr02,l,d3,p3,f8,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_f9.png,アトリ,tatr02,l,d3,p3,f9,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_fa.png,アトリ,tatr02,l,d3,p3,fa,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_fb.png,アトリ,tatr02,l,d3,p3,fb,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_fc.png,アトリ,tatr02,l,d3,p3,fc,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_fd.png,アトリ,tatr02,l,d3,p3,fd,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_fe.png,アトリ,tatr02,l,d3,p3,fe,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_ff.png,アトリ,tatr02,l,d3,p3,ff,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_fg.png,アトリ,tatr02,l,d3,p3,fg,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_fh.png,アトリ,tatr02,l,d3,p3,fh,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_fi.png,アトリ,tatr02,l,d3,p3,fi,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_fj.png,アトリ,tatr02,l,d3,p3,fj,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_fk.png,アトリ,tatr02,l,d3,p3,fk,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d3_p3_fl.png,アトリ,tatr02,l,d3,p3,fl,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_f1.png,アトリ,tatr02,l,d4,p3,f1,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_f2.png,アトリ,tatr02,l,d4,p3,f2,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_f3.png,アトリ,tatr02,l,d4,p3,f3,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_f4.png,アトリ,tatr02,l,d4,p3,f4,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_f5.png,アトリ,tatr02,l,d4,p3,f5,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_f6.png,アトリ,tatr02,l,d4,p3,f6,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_f7.png,アトリ,tatr02,l,d4,p3,f7,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_f8.png,アトリ,tatr02,l,d4,p3,f8,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_f9.png,アトリ,tatr02,l,d4,p3,f9,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_fa.png,アトリ,tatr02,l,d4,p3,fa,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_fb.png,アトリ,tatr02,l,d4,p3,fb,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_fc.png,アトリ,tatr02,l,d4,p3,fc,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_fd.png,アトリ,tatr02,l,d4,p3,fd,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_fe.png,アトリ,tatr02,l,d4,p3,fe,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_ff.png,アトリ,tatr02,l,d4,p3,ff,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_fg.png,アトリ,tatr02,l,d4,p3,fg,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_fh.png,アトリ,tatr02,l,d4,p3,fh,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_fi.png,アトリ,tatr02,l,d4,p3,fi,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_fj.png,アトリ,tatr02,l,d4,p3,fj,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_fk.png,アトリ,tatr02,l,d4,p3,fk,2129,2578,bottom_left_pixels,929,1900,626
アトリ_tatr02_l_d4_p3_fl.png,アトリ,tatr02,l,d4,p3,fl,2129,2578,bottom_left_pixels,929,1900,626
